exchange,contract,first_observation,last_trade
CZCE,UR602,2025-02-19,2026-02-13
CZCE,UR603,2025-03-17,2026-03-13
CZCE,UR604,2025-04-16,2026-04-15
CZCE,UR605,2025-05-20,2026-05-19
CZCE,UR606,2025-06-17,2026-06-12
DCE,C1601,2016-01-04,2016-01-15
DCE,C1603,2016-01-04,2016-03-14
DCE,C1605,2016-01-04,2016-05-16
DCE,C1607,2016-01-04,2016-07-14
DCE,C1609,2016-01-04,2016-09-14
DCE,C1611,2016-01-04,2016-11-14
DCE,C1701,2016-01-18,2017-01-16
DCE,C1703,2016-03-15,2017-03-14
DCE,C1705,2016-05-17,2017-05-15
DCE,C1707,2016-07-15,2017-07-14
DCE,C1709,2016-09-19,2017-09-14
DCE,C1711,2016-11-15,2017-11-14
DCE,C1801,2017-01-17,2018-01-15
DCE,C1803,2017-03-15,2018-03-14
DCE,C1805,2017-05-16,2018-05-15
DCE,C1807,2017-07-17,2018-07-13
DCE,C1809,2017-09-15,2018-09-14
DCE,C1811,2017-11-15,2018-11-14
DCE,C1901,2018-01-16,2019-01-15
DCE,C1903,2018-03-15,2019-03-14
DCE,C1905,2018-05-16,2019-05-17
DCE,C1907,2018-07-16,2019-07-12
DCE,C1909,2018-09-17,2019-09-16
DCE,C1911,2018-11-15,2019-11-14
DCE,C2001,2019-01-16,2020-01-15
DCE,C2003,2019-03-15,2020-03-13
DCE,C2005,2019-05-20,2020-05-19
DCE,C2007,2019-07-15,2020-07-14
DCE,C2009,2019-09-17,2020-09-14
DCE,C2011,2019-11-15,2020-11-13
DCE,C2101,2020-01-16,2021-01-15
DCE,C2103,2020-03-16,2021-03-12
DCE,C2105,2020-05-20,2021-05-19
DCE,C2107,2020-07-15,2021-07-14
DCE,C2109,2020-09-15,2021-09-14
DCE,C2111,2020-11-16,2021-11-12
DCE,C2201,2021-01-18,2022-01-17
DCE,C2203,2021-03-15,2022-03-14
DCE,C2205,2021-05-20,2022-05-18
DCE,C2207,2021-07-15,2022-07-14
DCE,C2209,2021-09-15,2022-09-15
DCE,C2211,2021-11-15,2022-11-14
DCE,C2301,2022-01-18,2023-01-16
DCE,C2303,2022-03-15,2023-03-14
DCE,C2305,2022-05-19,2023-05-17
DCE,C2307,2022-07-15,2023-07-14
DCE,C2309,2022-09-16,2023-09-14
DCE,C2311,2022-11-15,2023-11-14
DCE,C2401,2023-01-17,2024-01-15
DCE,C2403,2023-03-15,2024-03-14
DCE,C2405,2023-05-18,2024-05-17
DCE,C2407,2023-07-17,2024-07-12
DCE,C2409,2023-09-15,2024-09-13
DCE,C2411,2023-11-15,2024-11-14
DCE,C2501,2024-01-16,2025-01-15
DCE,C2503,2024-03-15,2025-03-14
DCE,C2505,2024-05-20,2025-05-19
DCE,C2507,2024-07-15,2025-07-14
DCE,C2509,2024-09-18,2025-09-12
DCE,C2511,2024-11-15,2025-11-14
DCE,C2601,2025-01-16,2026-01-16
DCE,C2603,2025-03-17,2026-03-13
DCE,C2605,2025-05-20,2026-05-19
DCE,EG1906,2018-12-10,2019-06-25
DCE,EG1907,2018-12-10,2019-07-26
DCE,EG1908,2018-12-10,2019-08-27
DCE,EG1909,2018-12-10,2019-09-25
DCE,EG1910,2018-12-10,2019-10-28
DCE,EG1911,2018-12-10,2019-11-26
DCE,EG1912,2018-12-26,2019-12-26
DCE,EG2001,2019-01-29,2020-01-21
DCE,EG2002,2019-02-26,2020-02-25
DCE,EG2003,2019-03-27,2020-03-26
DCE,EG2004,2019-04-26,2020-04-27
DCE,EG2005,2019-05-29,2020-05-26
DCE,EG2006,2019-06-26,2020-06-23
DCE,EG2007,2019-07-29,2020-07-28
DCE,EG2008,2019-08-28,2020-08-26
DCE,EG2009,2019-09-26,2020-09-25
DCE,EG2010,2019-10-29,2020-10-27
DCE,EG2011,2019-11-27,2020-11-25
DCE,EG2012,2019-12-27,2020-12-28
DCE,EG2101,2020-01-22,2021-01-26
DCE,EG2102,2020-02-26,2021-02-23
DCE,EG2103,2020-03-27,2021-03-26
DCE,EG2104,2020-04-28,2021-04-27
DCE,EG2105,2020-05-27,2021-05-26
DCE,EG2106,2020-06-24,2021-06-25
DCE,EG2107,2020-07-29,2021-07-27
DCE,EG2108,2020-08-27,2021-08-26
DCE,EG2109,2020-09-28,2021-09-27
DCE,EG2110,2020-10-28,2021-10-26
DCE,EG2111,2020-11-26,2021-11-25
DCE,EG2112,2020-12-29,2021-12-28
DCE,EG2201,2021-01-27,2022-01-25
DCE,EG2202,2021-02-24,2022-02-23
DCE,EG2203,2021-03-29,2022-03-28
DCE,EG2204,2021-04-28,2022-04-26
DCE,EG2205,2021-05-27,2022-05-26
DCE,EG2206,2021-06-28,2022-06-27
DCE,EG2207,2021-07-28,2022-07-26
DCE,EG2208,2021-08-27,2022-08-26
DCE,EG2209,2021-09-28,2022-09-27
DCE,EG2210,2021-10-27,2022-10-26
DCE,EG2211,2021-11-26,2022-11-25
DCE,EG2212,2021-12-29,2022-12-27
DCE,EG2301,2022-01-26,2023-01-19
DCE,EG2302,2022-02-24,2023-02-23
DCE,EG2303,2022-03-29,2023-03-28
DCE,EG2304,2022-04-27,2023-04-25
DCE,EG2305,2022-05-27,2023-05-26
DCE,EG2306,2022-06-28,2023-06-27
DCE,EG2307,2022-07-27,2023-07-12
DCE,EG2308,2022-08-29,2023-08-28
DCE,EG2309,2022-09-28,2023-09-25
DCE,EG2310,2022-10-27,2023-10-25
DCE,EG2311,2022-11-28,2023-11-27
DCE,EG2312,2022-12-28,2023-12-08
DCE,EG2401,2023-01-20,2024-01-26
DCE,EG2402,2023-02-24,2024-02-21
DCE,EG2403,2023-03-29,2024-03-26
DCE,EG2404,2023-04-26,2024-04-16
DCE,EG2405,2023-05-29,2024-05-14
DCE,EG2406,2023-06-28,2024-06-20
DCE,EG2407,2023-07-27,2024-07-19
DCE,EG2408,2023-08-29,2024-08-16
DCE,EG2409,2023-09-26,2024-09-25
DCE,EG2410,2023-10-27,2024-10-09
DCE,EG2411,2023-11-28,2024-11-14
DCE,EG2412,2023-12-27,2024-12-03
DCE,EG2501,2024-01-29,2025-01-20
DCE,EG2502,2024-02-27,2025-02-25
DCE,EG2503,2024-03-27,2025-03-25
DCE,EG2504,2024-04-26,2025-04-16
DCE,EG2505,2024-05-29,2025-05-27
DCE,EG2506,2024-06-26,2025-06-25
DCE,EG2507,2024-07-29,2025-07-23
DCE,EG2508,2024-08-28,2025-08-15
DCE,EG2509,2024-09-26,2025-09-24
DCE,EG2510,2024-10-29,2025-10-21
DCE,EG2511,2024-11-27,2025-11-25
DCE,EG2512,2024-12-27,2025-12-26
DCE,EG2601,2025-01-23,2026-01-27
DCE,EG2602,2025-02-26,2026-02-24
DCE,EG2603,2025-03-27,2026-03-12
DCE,EG2604,2025-04-28,2026-04-13
DCE,EG2605,2025-05-28,2026-05-26
DCE,EG2606,2025-06-26,2026-06-25
DCE,I1601,2016-01-04,2016-01-15
DCE,I1602,2016-01-04,2016-02-19
DCE,I1603,2016-01-04,2016-03-14
DCE,I1604,2016-01-04,2016-04-15
DCE,I1605,2016-01-04,2016-05-16
DCE,I1606,2016-01-04,2016-06-16
DCE,I1607,2016-01-04,2016-07-14
DCE,I1608,2016-01-04,2016-08-12
DCE,I1609,2016-01-04,2016-09-14
DCE,I1610,2016-01-04,2016-10-21
DCE,I1611,2016-01-04,2016-11-14
DCE,I1612,2016-01-04,2016-12-14
DCE,I1701,2016-01-18,2017-01-16
DCE,I1702,2016-02-22,2017-02-16
DCE,I1703,2016-03-15,2017-03-14
DCE,I1704,2016-04-18,2017-04-18
DCE,I1705,2016-05-17,2017-05-15
DCE,I1706,2016-06-17,2017-06-14
DCE,I1707,2016-07-15,2017-07-14
DCE,I1708,2016-08-15,2017-08-14
DCE,I1709,2016-09-19,2017-09-14
DCE,I1710,2016-10-24,2017-10-20
DCE,I1711,2016-11-15,2017-11-14
DCE,I1712,2016-12-15,2017-12-14
DCE,I1801,2017-01-17,2018-01-15
DCE,I1802,2017-02-17,2018-02-14
DCE,I1803,2017-03-15,2018-03-14
DCE,I1804,2017-04-19,2018-04-17
DCE,I1805,2017-05-16,2018-05-15
DCE,I1806,2017-06-15,2018-06-14
DCE,I1807,2017-07-17,2018-07-13
DCE,I1808,2017-08-15,2018-08-14
DCE,I1809,2017-09-15,2018-09-14
DCE,I1810,2017-10-23,2018-10-19
DCE,I1811,2017-11-15,2018-11-14
DCE,I1812,2017-12-15,2018-12-14
DCE,I1901,2018-01-16,2019-01-15
DCE,I1902,2018-02-22,2019-02-21
DCE,I1903,2018-03-15,2019-03-14
DCE,I1904,2018-04-18,2019-04-15
DCE,I1905,2018-05-16,2019-05-17
DCE,I1906,2018-06-15,2019-06-17
DCE,I1907,2018-07-16,2019-07-12
DCE,I1908,2018-08-15,2019-08-14
DCE,I1909,2018-09-17,2019-09-16
DCE,I1910,2018-10-22,2019-10-21
DCE,I1911,2018-11-15,2019-11-14
DCE,I1912,2018-12-17,2019-12-13
DCE,I2001,2019-01-16,2020-01-15
DCE,I2002,2019-02-22,2020-02-14
DCE,I2003,2019-03-15,2020-03-13
DCE,I2004,2019-04-16,2020-04-15
DCE,I2005,2019-05-20,2020-05-19
DCE,I2006,2019-06-18,2020-06-12
DCE,I2007,2019-07-15,2020-07-14
DCE,I2008,2019-08-15,2020-08-14
DCE,I2009,2019-09-17,2020-09-14
DCE,I2010,2019-10-22,2020-10-22
DCE,I2011,2019-11-15,2020-11-13
DCE,I2012,2019-12-16,2020-12-14
DCE,I2101,2020-01-16,2021-01-15
DCE,I2102,2020-02-17,2021-02-19
DCE,I2103,2020-03-16,2021-03-12
DCE,I2104,2020-04-16,2021-04-15
DCE,I2105,2020-05-20,2021-05-19
DCE,I2106,2020-06-15,2021-06-15
DCE,I2107,2020-07-15,2021-07-14
DCE,I2108,2020-08-17,2021-08-13
DCE,I2109,2020-09-15,2021-09-14
DCE,I2110,2020-10-23,2021-10-21
DCE,I2111,2020-11-16,2021-11-12
DCE,I2112,2020-12-15,2021-12-14
DCE,I2201,2021-01-18,2022-01-17
DCE,I2202,2021-02-22,2022-02-18
DCE,I2203,2021-03-15,2022-03-14
DCE,I2204,2021-04-16,2022-04-18
DCE,I2205,2021-05-20,2022-05-18
DCE,I2206,2021-06-16,2022-06-15
DCE,I2207,2021-07-15,2022-07-14
DCE,I2208,2021-08-16,2022-08-12
DCE,I2209,2021-09-15,2022-09-15
DCE,I2210,2021-10-22,2022-10-21
DCE,I2211,2021-11-15,2022-11-14
DCE,I2212,2021-12-15,2022-12-14
DCE,I2301,2022-01-18,2023-01-16
DCE,I2302,2022-02-21,2023-02-14
DCE,I2303,2022-03-15,2023-03-14
DCE,I2304,2022-04-19,2023-04-17
DCE,I2305,2022-05-19,2023-05-17
DCE,I2306,2022-06-16,2023-06-14
DCE,I2307,2022-07-15,2023-07-14
DCE,I2308,2022-08-15,2023-08-14
DCE,I2309,2022-09-16,2023-09-14
DCE,I2310,2022-10-24,2023-10-20
DCE,I2311,2022-11-15,2023-11-14
DCE,I2312,2022-12-15,2023-12-14
DCE,I2401,2023-01-17,2024-01-15
DCE,I2402,2023-02-15,2024-02-22
DCE,I2403,2023-03-15,2024-03-14
DCE,I2404,2023-04-18,2024-04-11
DCE,I2405,2023-05-18,2024-05-17
DCE,I2406,2023-06-15,2024-06-17
DCE,I2407,2023-07-17,2024-07-12
DCE,I2408,2023-08-15,2024-08-14
DCE,I2409,2023-09-15,2024-09-13
DCE,I2410,2023-10-23,2024-10-21
DCE,I2411,2023-11-15,2024-11-14
DCE,I2412,2023-12-15,2024-12-13
DCE,I2501,2024-01-16,2025-01-15
DCE,I2502,2024-02-23,2025-02-17
DCE,I2503,2024-03-15,2025-03-14
DCE,I2504,2024-04-17,2025-04-15
DCE,I2505,2024-05-20,2025-05-19
DCE,I2506,2024-06-18,2025-06-16
DCE,I2507,2024-07-15,2025-07-14
DCE,I2508,2024-08-15,2025-08-14
DCE,I2509,2024-09-18,2025-09-12
DCE,I2510,2024-10-22,2025-10-22
DCE,I2511,2024-11-15,2025-11-14
DCE,I2512,2024-12-16,2025-12-10
DCE,I2601,2025-01-16,2026-01-16
DCE,I2602,2025-02-19,2026-02-06
DCE,I2603,2025-03-17,2026-03-13
DCE,I2604,2025-04-16,2026-04-13
DCE,I2605,2025-05-20,2026-05-19
DCE,I2606,2025-06-17,2026-06-05
DCE,JD1601,2016-01-04,2016-01-15
DCE,JD1602,2016-01-04,2016-02-19
DCE,JD1603,2016-01-04,2016-03-14
DCE,JD1604,2016-01-04,2016-04-15
DCE,JD1605,2016-01-04,2016-05-16
DCE,JD1606,2016-01-04,2016-06-16
DCE,JD1609,2016-01-04,2016-09-14
DCE,JD1610,2016-01-04,2016-10-21
DCE,JD1611,2016-01-04,2016-11-14
DCE,JD1612,2016-01-04,2016-12-14
DCE,JD1701,2016-01-18,2017-01-16
DCE,JD1702,2016-02-22,2017-02-16
DCE,JD1703,2016-03-15,2017-03-28
DCE,JD1704,2016-04-18,2017-04-25
DCE,JD1705,2016-05-17,2017-05-24
DCE,JD1706,2016-06-17,2017-06-27
DCE,JD1707,2016-07-15,2017-07-26
DCE,JD1708,2016-08-15,2017-08-28
DCE,JD1709,2016-09-19,2017-09-26
DCE,JD1710,2016-10-24,2017-10-26
DCE,JD1711,2016-11-15,2017-11-27
DCE,JD1712,2016-12-15,2017-12-26
DCE,JD1801,2017-01-17,2018-01-26
DCE,JD1802,2017-02-17,2018-02-23
DCE,JD1803,2017-03-15,2018-03-27
DCE,JD1804,2017-04-26,2018-04-24
DCE,JD1805,2017-05-25,2018-05-28
DCE,JD1806,2017-06-28,2018-06-26
DCE,JD1807,2017-07-27,2018-07-26
DCE,JD1808,2017-08-29,2018-08-28
DCE,JD1809,2017-09-27,2018-09-25
DCE,JD1810,2017-10-27,2018-10-26
DCE,JD1811,2017-11-28,2018-11-27
DCE,JD1812,2017-12-27,2018-12-25
DCE,JD1901,2018-01-29,2019-01-28
DCE,JD1902,2018-02-26,2019-02-25
DCE,JD1903,2018-03-28,2019-03-26
DCE,JD1904,2018-04-25,2019-04-25
DCE,JD1905,2018-05-29,2019-05-28
DCE,JD1906,2018-06-27,2019-06-25
DCE,JD1907,2018-07-27,2019-07-26
DCE,JD1908,2018-08-29,2019-08-27
DCE,JD1909,2018-09-26,2019-09-25
DCE,JD1910,2018-10-29,2019-10-28
DCE,JD1911,2018-11-28,2019-11-26
DCE,JD1912,2018-12-26,2019-12-26
DCE,JD2001,2019-01-29,2020-01-21
DCE,JD2002,2019-02-26,2020-02-25
DCE,JD2003,2019-03-27,2020-03-26
DCE,JD2004,2019-04-26,2020-04-27
DCE,JD2005,2019-05-29,2020-05-26
DCE,JD2006,2019-06-26,2020-06-23
DCE,JD2007,2019-07-29,2020-07-28
DCE,JD2008,2019-08-28,2020-08-26
DCE,JD2009,2019-09-26,2020-09-25
DCE,JD2010,2019-10-29,2020-10-27
DCE,JD2011,2019-11-27,2020-11-25
DCE,JD2012,2019-12-27,2020-12-28
DCE,JD2101,2020-01-22,2021-01-26
DCE,JD2102,2020-02-26,2021-02-23
DCE,JD2103,2020-03-27,2021-03-26
DCE,JD2104,2020-04-28,2021-04-27
DCE,JD2105,2020-05-27,2021-05-26
DCE,JD2106,2020-06-24,2021-06-25
DCE,JD2107,2020-07-29,2021-07-27
DCE,JD2108,2020-08-27,2021-08-26
DCE,JD2109,2020-09-28,2021-09-27
DCE,JD2110,2020-10-28,2021-10-26
DCE,JD2111,2020-11-26,2021-11-25
DCE,JD2112,2020-12-29,2021-12-28
DCE,JD2201,2021-01-27,2022-01-25
DCE,JD2202,2021-02-24,2022-02-23
DCE,JD2203,2021-03-29,2022-03-28
DCE,JD2204,2021-04-28,2022-04-26
DCE,JD2205,2021-05-27,2022-05-26
DCE,JD2206,2021-06-28,2022-06-27
DCE,JD2207,2021-07-28,2022-07-26
DCE,JD2208,2021-08-27,2022-08-26
DCE,JD2209,2021-09-28,2022-09-27
DCE,JD2210,2021-10-27,2022-10-26
DCE,JD2211,2021-11-26,2022-11-25
DCE,JD2212,2021-12-29,2022-12-27
DCE,JD2301,2022-01-26,2023-01-19
DCE,JD2302,2022-02-24,2023-02-23
DCE,JD2303,2022-03-29,2023-03-28
DCE,JD2304,2022-04-27,2023-04-25
DCE,JD2305,2022-05-27,2023-05-26
DCE,JD2306,2022-06-28,2023-06-27
DCE,JD2307,2022-07-27,2023-07-26
DCE,JD2308,2022-08-29,2023-08-28
DCE,JD2309,2022-09-28,2023-09-25
DCE,JD2310,2022-10-27,2023-10-26
DCE,JD2311,2022-11-28,2023-11-27
DCE,JD2312,2022-12-28,2023-12-26
DCE,JD2401,2023-01-20,2024-01-26
DCE,JD2402,2023-02-24,2024-02-26
DCE,JD2403,2023-03-29,2024-03-26
DCE,JD2404,2023-04-26,2024-04-25
DCE,JD2405,2023-05-29,2024-05-28
DCE,JD2406,2023-06-28,2024-06-25
DCE,JD2407,2023-07-27,2024-07-26
DCE,JD2408,2023-08-29,2024-08-27
DCE,JD2409,2023-09-26,2024-09-25
DCE,JD2410,2023-10-27,2024-10-28
DCE,JD2411,2023-11-28,2024-11-26
DCE,JD2412,2023-12-27,2024-12-26
DCE,JD2501,2024-01-29,2025-01-22
DCE,JD2502,2024-02-27,2025-02-25
DCE,JD2503,2024-03-27,2025-03-26
DCE,JD2504,2024-04-26,2025-04-25
DCE,JD2505,2024-05-29,2025-05-27
DCE,JD2506,2024-06-26,2025-06-25
DCE,JD2507,2024-07-29,2025-07-28
DCE,JD2508,2024-08-28,2025-08-26
DCE,JD2509,2024-09-26,2025-09-25
DCE,JD2510,2024-10-29,2025-10-28
DCE,JD2511,2024-11-27,2025-11-25
DCE,JD2512,2024-12-27,2025-12-26
DCE,JD2601,2025-01-23,2026-01-27
DCE,JD2602,2025-02-26,2026-02-24
DCE,JD2603,2025-03-27,2026-03-26
DCE,JD2604,2025-04-28,2026-04-27
DCE,JD2605,2025-05-28,2026-05-26
DCE,JD2606,2025-06-26,2026-06-25
DCE,L1601,2016-01-04,2016-01-15
DCE,L1602,2016-01-04,2016-02-19
DCE,L1603,2016-01-04,2016-03-14
DCE,L1604,2016-01-04,2016-04-15
DCE,L1605,2016-01-04,2016-05-16
DCE,L1606,2016-01-04,2016-06-16
DCE,L1607,2016-01-04,2016-07-14
DCE,L1608,2016-01-04,2016-08-12
DCE,L1609,2016-01-04,2016-09-14
DCE,L1610,2016-01-04,2016-10-21
DCE,L1611,2016-01-04,2016-11-14
DCE,L1612,2016-01-04,2016-12-14
DCE,L1701,2016-01-18,2017-01-16
DCE,L1702,2016-02-22,2017-02-16
DCE,L1703,2016-03-15,2017-03-14
DCE,L1704,2016-04-18,2017-04-18
DCE,L1705,2016-05-17,2017-05-15
DCE,L1706,2016-06-17,2017-06-14
DCE,L1707,2016-07-15,2017-07-14
DCE,L1708,2016-08-15,2017-08-14
DCE,L1709,2016-09-19,2017-09-14
DCE,L1710,2016-10-24,2017-10-20
DCE,L1711,2016-11-15,2017-11-14
DCE,L1712,2016-12-15,2017-12-14
DCE,L1801,2017-01-17,2018-01-15
DCE,L1802,2017-02-17,2018-02-14
DCE,L1803,2017-03-15,2018-03-14
DCE,L1804,2017-04-19,2018-04-17
DCE,L1805,2017-05-16,2018-05-15
DCE,L1806,2017-06-15,2018-06-14
DCE,L1807,2017-07-17,2018-07-13
DCE,L1808,2017-08-15,2018-08-14
DCE,L1809,2017-09-15,2018-09-14
DCE,L1810,2017-10-23,2018-10-19
DCE,L1811,2017-11-15,2018-11-14
DCE,L1812,2017-12-15,2018-12-14
DCE,L1901,2018-01-16,2019-01-15
DCE,L1902,2018-02-22,2019-02-21
DCE,L1903,2018-03-15,2019-03-14
DCE,L1904,2018-04-18,2019-04-15
DCE,L1905,2018-05-16,2019-05-17
DCE,L1906,2018-06-15,2019-06-17
DCE,L1907,2018-07-16,2019-07-12
DCE,L1908,2018-08-15,2019-08-14
DCE,L1909,2018-09-17,2019-09-16
DCE,L1910,2018-10-22,2019-10-21
DCE,L1911,2018-11-15,2019-11-14
DCE,L1912,2018-12-17,2019-12-13
DCE,L2001,2019-01-16,2020-01-15
DCE,L2002,2019-02-22,2020-02-14
DCE,L2003,2019-03-15,2020-03-13
DCE,L2004,2019-04-16,2020-04-15
DCE,L2005,2019-05-20,2020-05-19
DCE,L2006,2019-06-18,2020-06-12
DCE,L2007,2019-07-15,2020-07-14
DCE,L2008,2019-08-15,2020-08-14
DCE,L2009,2019-09-17,2020-09-14
DCE,L2010,2019-10-22,2020-10-22
DCE,L2011,2019-11-15,2020-11-13
DCE,L2012,2019-12-16,2020-12-14
DCE,L2101,2020-01-16,2021-01-15
DCE,L2102,2020-02-17,2021-02-19
DCE,L2103,2020-03-16,2021-03-12
DCE,L2104,2020-04-16,2021-04-15
DCE,L2105,2020-05-20,2021-05-19
DCE,L2106,2020-06-15,2021-06-15
DCE,L2107,2020-07-15,2021-07-14
DCE,L2108,2020-08-17,2021-08-13
DCE,L2109,2020-09-15,2021-09-14
DCE,L2110,2020-10-23,2021-10-21
DCE,L2111,2020-11-16,2021-11-12
DCE,L2112,2020-12-15,2021-12-14
DCE,L2201,2021-01-18,2022-01-17
DCE,L2202,2021-02-22,2022-02-18
DCE,L2203,2021-03-15,2022-03-14
DCE,L2204,2021-04-16,2022-04-18
DCE,L2205,2021-05-20,2022-05-18
DCE,L2206,2021-06-16,2022-06-15
DCE,L2207,2021-07-15,2022-07-14
DCE,L2208,2021-08-16,2022-08-12
DCE,L2209,2021-09-15,2022-09-15
DCE,L2210,2021-10-22,2022-10-21
DCE,L2211,2021-11-15,2022-11-14
DCE,L2212,2021-12-15,2022-12-14
DCE,L2301,2022-01-18,2023-01-16
DCE,L2302,2022-02-21,2023-02-14
DCE,L2303,2022-03-15,2023-03-14
DCE,L2304,2022-04-19,2023-04-17
DCE,L2305,2022-05-19,2023-05-17
DCE,L2306,2022-06-16,2023-06-14
DCE,L2307,2022-07-15,2023-07-14
DCE,L2308,2022-08-15,2023-08-14
DCE,L2309,2022-09-16,2023-09-14
DCE,L2310,2022-10-24,2023-10-20
DCE,L2311,2022-11-15,2023-11-14
DCE,L2312,2022-12-15,2023-12-14
DCE,L2401,2023-01-17,2024-01-15
DCE,L2402,2023-02-15,2024-02-22
DCE,L2403,2023-03-15,2024-03-14
DCE,L2404,2023-04-18,2024-04-16
DCE,L2405,2023-05-18,2024-05-17
DCE,L2406,2023-06-15,2024-06-17
DCE,L2407,2023-07-17,2024-07-12
DCE,L2408,2023-08-15,2024-08-14
DCE,L2409,2023-09-15,2024-09-13
DCE,L2410,2023-10-23,2024-10-21
DCE,L2411,2023-11-15,2024-11-14
DCE,L2412,2023-12-15,2024-12-13
DCE,L2501,2024-01-16,2025-01-15
DCE,L2502,2024-02-23,2025-02-18
DCE,L2503,2024-03-15,2025-03-14
DCE,L2504,2024-04-17,2025-04-15
DCE,L2505,2024-05-20,2025-05-19
DCE,L2506,2024-06-18,2025-06-16
DCE,L2507,2024-07-15,2025-07-14
DCE,L2508,2024-08-15,2025-08-14
DCE,L2509,2024-09-18,2025-09-12
DCE,L2510,2024-10-22,2025-10-22
DCE,L2511,2024-11-15,2025-11-14
DCE,L2512,2024-12-16,2025-12-12
DCE,L2601,2025-01-16,2026-01-16
DCE,L2602,2025-02-19,2026-02-13
DCE,L2603,2025-03-17,2026-03-13
DCE,L2604,2025-04-16,2026-04-15
DCE,L2605,2025-05-20,2026-05-19
DCE,L2606,2025-06-17,2026-06-12
DCE,M1601,2016-01-04,2016-01-15
DCE,M1603,2016-01-04,2016-03-14
DCE,M1605,2016-01-04,2016-05-16
DCE,M1607,2016-01-04,2016-07-14
DCE,M1608,2016-01-04,2016-08-12
DCE,M1609,2016-01-04,2016-09-14
DCE,M1611,2016-01-04,2016-11-14
DCE,M1612,2016-01-04,2016-12-14
DCE,M1701,2016-01-18,2017-01-16
DCE,M1703,2016-03-15,2017-03-14
DCE,M1705,2016-05-17,2017-05-15
DCE,M1707,2016-07-15,2017-07-14
DCE,M1708,2016-08-15,2017-08-14
DCE,M1709,2016-09-19,2017-09-14
DCE,M1711,2016-11-15,2017-11-14
DCE,M1712,2016-12-15,2017-12-14
DCE,M1801,2017-01-17,2018-01-15
DCE,M1803,2017-03-15,2018-03-14
DCE,M1805,2017-05-16,2018-05-15
DCE,M1807,2017-07-17,2018-07-13
DCE,M1808,2017-08-15,2018-08-14
DCE,M1809,2017-09-15,2018-09-14
DCE,M1811,2017-11-15,2018-11-14
DCE,M1812,2017-12-15,2018-12-14
DCE,M1901,2018-01-16,2019-01-15
DCE,M1903,2018-03-15,2019-03-14
DCE,M1905,2018-05-16,2019-05-17
DCE,M1907,2018-07-16,2019-07-12
DCE,M1908,2018-08-15,2019-08-14
DCE,M1909,2018-09-17,2019-09-16
DCE,M1911,2018-11-15,2019-11-14
DCE,M1912,2018-12-17,2019-12-13
DCE,M2001,2019-01-16,2020-01-15
DCE,M2003,2019-03-15,2020-03-13
DCE,M2005,2019-05-20,2020-05-19
DCE,M2007,2019-07-15,2020-07-14
DCE,M2008,2019-08-15,2020-08-14
DCE,M2009,2019-09-17,2020-09-14
DCE,M2011,2019-11-15,2020-11-13
DCE,M2012,2019-12-16,2020-12-14
DCE,M2101,2020-01-16,2021-01-15
DCE,M2103,2020-03-16,2021-03-12
DCE,M2105,2020-05-20,2021-05-19
DCE,M2107,2020-07-15,2021-07-14
DCE,M2108,2020-08-17,2021-08-13
DCE,M2109,2020-09-15,2021-09-14
DCE,M2111,2020-11-16,2021-11-12
DCE,M2112,2020-12-15,2021-12-14
DCE,M2201,2021-01-18,2022-01-17
DCE,M2203,2021-03-15,2022-03-14
DCE,M2205,2021-05-20,2022-05-18
DCE,M2207,2021-07-15,2022-07-14
DCE,M2208,2021-08-16,2022-08-12
DCE,M2209,2021-09-15,2022-09-15
DCE,M2211,2021-11-15,2022-11-14
DCE,M2212,2021-12-15,2022-12-14
DCE,M2301,2022-01-18,2023-01-16
DCE,M2303,2022-03-15,2023-03-14
DCE,M2305,2022-05-19,2023-05-17
DCE,M2307,2022-07-15,2023-07-14
DCE,M2308,2022-08-15,2023-08-14
DCE,M2309,2022-09-16,2023-09-14
DCE,M2311,2022-11-15,2023-11-14
DCE,M2312,2022-12-15,2023-12-14
DCE,M2401,2023-01-17,2024-01-15
DCE,M2403,2023-03-15,2024-03-14
DCE,M2405,2023-05-18,2024-05-17
DCE,M2407,2023-07-17,2024-07-12
DCE,M2408,2023-08-15,2024-08-14
DCE,M2409,2023-09-15,2024-09-13
DCE,M2411,2023-11-15,2024-11-14
DCE,M2412,2023-12-15,2024-12-13
DCE,M2501,2024-01-16,2025-01-15
DCE,M2503,2024-03-15,2025-03-14
DCE,M2505,2024-05-20,2025-05-19
DCE,M2507,2024-07-15,2025-07-14
DCE,M2508,2024-08-15,2025-08-14
DCE,M2509,2024-09-18,2025-09-12
DCE,M2511,2024-11-15,2025-11-14
DCE,M2512,2024-12-16,2025-12-12
DCE,M2601,2025-01-16,2026-01-16
DCE,M2603,2025-03-17,2026-03-13
DCE,M2605,2025-05-20,2026-05-19
DCE,P1601,2016-01-04,2016-01-15
DCE,P1602,2016-01-04,2016-02-19
DCE,P1603,2016-01-04,2016-03-14
DCE,P1604,2016-01-04,2016-04-15
DCE,P1605,2016-01-04,2016-05-16
DCE,P1606,2016-01-04,2016-06-16
DCE,P1607,2016-01-04,2016-07-14
DCE,P1608,2016-01-04,2016-08-12
DCE,P1609,2016-01-04,2016-09-14
DCE,P1610,2016-01-04,2016-10-21
DCE,P1611,2016-01-04,2016-11-14
DCE,P1612,2016-01-04,2016-12-14
DCE,P1701,2016-01-18,2017-01-16
