exchange,contract,first_observation,last_trade
DCE,P1702,2016-02-22,2017-02-16
DCE,P1703,2016-03-15,2017-03-14
DCE,P1704,2016-04-18,2017-04-18
DCE,P1705,2016-05-17,2017-05-15
DCE,P1706,2016-06-17,2017-06-14
DCE,P1707,2016-07-15,2017-07-14
DCE,P1708,2016-08-15,2017-08-14
DCE,P1709,2016-09-19,2017-09-14
DCE,P1710,2016-10-24,2017-10-20
DCE,P1711,2016-11-15,2017-11-14
DCE,P1712,2016-12-15,2017-12-14
DCE,P1801,2017-01-17,2018-01-15
DCE,P1802,2017-02-17,2018-02-14
DCE,P1803,2017-03-15,2018-03-14
DCE,P1804,2017-04-19,2018-04-17
DCE,P1805,2017-05-16,2018-05-15
DCE,P1806,2017-06-15,2018-06-14
DCE,P1807,2017-07-17,2018-07-13
DCE,P1808,2017-08-15,2018-08-14
DCE,P1809,2017-09-15,2018-09-14
DCE,P1810,2017-10-23,2018-10-19
DCE,P1811,2017-11-15,2018-11-14
DCE,P1812,2017-12-15,2018-12-14
DCE,P1901,2018-01-16,2019-01-15
DCE,P1902,2018-02-22,2019-02-21
DCE,P1903,2018-03-15,2019-03-14
DCE,P1904,2018-04-18,2019-04-15
DCE,P1905,2018-05-16,2019-05-17
DCE,P1906,2018-06-15,2019-06-17
DCE,P1907,2018-07-16,2019-07-12
DCE,P1908,2018-08-15,2019-08-14
DCE,P1909,2018-09-17,2019-09-16
DCE,P1910,2018-10-22,2019-10-21
DCE,P1911,2018-11-15,2019-11-14
DCE,P1912,2018-12-17,2019-12-13
DCE,P2001,2019-01-16,2020-01-15
DCE,P2002,2019-02-22,2020-02-14
DCE,P2003,2019-03-15,2020-03-13
DCE,P2004,2019-04-16,2020-04-15
DCE,P2005,2019-05-20,2020-05-19
DCE,P2006,2019-06-18,2020-06-12
DCE,P2007,2019-07-15,2020-07-14
DCE,P2008,2019-08-15,2020-08-14
DCE,P2009,2019-09-17,2020-09-14
DCE,P2010,2019-10-22,2020-10-22
DCE,P2011,2019-11-15,2020-11-13
DCE,P2012,2019-12-16,2020-12-14
DCE,P2101,2020-01-16,2021-01-15
DCE,P2102,2020-02-17,2021-02-19
DCE,P2103,2020-03-16,2021-03-12
DCE,P2104,2020-04-16,2021-04-15
DCE,P2105,2020-05-20,2021-05-19
DCE,P2106,2020-06-15,2021-06-15
DCE,P2107,2020-07-15,2021-07-14
DCE,P2108,2020-08-17,2021-08-13
DCE,P2109,2020-09-15,2021-09-14
DCE,P2110,2020-10-23,2021-10-21
DCE,P2111,2020-11-16,2021-11-12
DCE,P2112,2020-12-15,2021-12-14
DCE,P2201,2021-01-18,2022-01-17
DCE,P2202,2021-02-22,2022-02-18
DCE,P2203,2021-03-15,2022-03-14
DCE,P2204,2021-04-16,2022-04-18
DCE,P2205,2021-05-20,2022-05-18
DCE,P2206,2021-06-16,2022-06-15
DCE,P2207,2021-07-15,2022-07-14
DCE,P2208,2021-08-16,2022-08-12
DCE,P2209,2021-09-15,2022-09-15
DCE,P2210,2021-10-22,2022-10-21
DCE,P2211,2021-11-15,2022-11-14
DCE,P2212,2021-12-15,2022-12-14
DCE,P2301,2022-01-18,2023-01-16
DCE,P2302,2022-02-21,2023-02-14
DCE,P2303,2022-03-15,2023-03-14
DCE,P2304,2022-04-19,2023-04-17
DCE,P2305,2022-05-19,2023-05-17
DCE,P2306,2022-06-16,2023-06-14
DCE,P2307,2022-07-15,2023-07-14
DCE,P2308,2022-08-15,2023-08-14
DCE,P2309,2022-09-16,2023-09-14
DCE,P2310,2022-10-24,2023-10-20
DCE,P2311,2022-11-15,2023-11-14
DCE,P2312,2022-12-15,2023-12-14
DCE,P2401,2023-01-17,2024-01-15
DCE,P2402,2023-02-15,2024-02-22
DCE,P2403,2023-03-15,2024-03-14
DCE,P2404,2023-04-18,2024-04-16
DCE,P2405,2023-05-18,2024-05-17
DCE,P2406,2023-06-15,2024-06-17
DCE,P2407,2023-07-17,2024-07-02
DCE,P2408,2023-08-15,2024-08-14
DCE,P2409,2023-09-15,2024-09-13
DCE,P2410,2023-10-23,2024-10-21
DCE,P2411,2023-11-15,2024-11-14
DCE,P2412,2023-12-15,2024-12-13
DCE,P2501,2024-01-16,2025-01-15
DCE,P2502,2024-02-23,2025-02-18
DCE,P2503,2024-03-15,2025-03-14
DCE,P2504,2024-04-17,2025-04-15
DCE,P2505,2024-05-20,2025-05-19
DCE,P2506,2024-06-18,2025-06-16
DCE,P2507,2024-07-15,2025-07-14
DCE,P2508,2024-08-15,2025-08-14
DCE,P2509,2024-09-18,2025-09-12
DCE,P2510,2024-10-22,2025-10-22
DCE,P2511,2024-11-15,2025-11-14
DCE,P2512,2024-12-16,2025-12-12
DCE,P2601,2025-01-16,2026-01-16
DCE,P2602,2025-02-19,2026-02-06
DCE,P2603,2025-03-17,2026-03-13
DCE,P2604,2025-04-16,2026-04-15
DCE,P2605,2025-05-20,2026-05-19
DCE,P2606,2025-06-17,2026-06-12
DCE,PP1601,2016-01-04,2016-01-15
DCE,PP1602,2016-01-04,2016-02-19
DCE,PP1603,2016-01-04,2016-03-14
DCE,PP1604,2016-01-04,2016-04-15
DCE,PP1605,2016-01-04,2016-05-16
DCE,PP1606,2016-01-04,2016-06-16
DCE,PP1607,2016-01-04,2016-07-14
DCE,PP1608,2016-01-04,2016-08-12
DCE,PP1609,2016-01-04,2016-09-14
DCE,PP1610,2016-01-04,2016-10-21
DCE,PP1611,2016-01-04,2016-11-14
DCE,PP1612,2016-01-04,2016-12-14
DCE,PP1701,2016-01-18,2017-01-16
DCE,PP1702,2016-02-22,2017-02-16
DCE,PP1703,2016-03-15,2017-03-14
DCE,PP1704,2016-04-18,2017-04-18
DCE,PP1705,2016-05-17,2017-05-15
DCE,PP1706,2016-06-17,2017-06-14
DCE,PP1707,2016-07-15,2017-07-14
DCE,PP1708,2016-08-15,2017-08-14
DCE,PP1709,2016-09-19,2017-09-14
DCE,PP1710,2016-10-24,2017-10-20
DCE,PP1711,2016-11-15,2017-11-14
DCE,PP1712,2016-12-15,2017-12-14
DCE,PP1801,2017-01-17,2018-01-15
DCE,PP1802,2017-02-17,2018-02-14
DCE,PP1803,2017-03-15,2018-03-14
DCE,PP1804,2017-04-19,2018-04-17
DCE,PP1805,2017-05-16,2018-05-15
DCE,PP1806,2017-06-15,2018-06-14
DCE,PP1807,2017-07-17,2018-07-13
DCE,PP1808,2017-08-15,2018-08-14
DCE,PP1809,2017-09-15,2018-09-14
DCE,PP1810,2017-10-23,2018-10-19
DCE,PP1811,2017-11-15,2018-11-14
DCE,PP1812,2017-12-15,2018-12-14
DCE,PP1901,2018-01-16,2019-01-15
DCE,PP1902,2018-02-22,2019-02-21
DCE,PP1903,2018-03-15,2019-03-14
DCE,PP1904,2018-04-18,2019-04-15
DCE,PP1905,2018-05-16,2019-05-17
DCE,PP1906,2018-06-15,2019-06-17
DCE,PP1907,2018-07-16,2019-07-12
DCE,PP1908,2018-08-15,2019-08-14
DCE,PP1909,2018-09-17,2019-09-16
DCE,PP1910,2018-10-22,2019-10-21
DCE,PP1911,2018-11-15,2019-11-14
DCE,PP1912,2018-12-17,2019-12-13
DCE,PP2001,2019-01-16,2020-01-15
DCE,PP2002,2019-02-22,2020-02-14
DCE,PP2003,2019-03-15,2020-03-13
DCE,PP2004,2019-04-16,2020-04-15
DCE,PP2005,2019-05-20,2020-05-19
DCE,PP2006,2019-06-18,2020-06-12
DCE,PP2007,2019-07-15,2020-07-14
DCE,PP2008,2019-08-15,2020-08-14
DCE,PP2009,2019-09-17,2020-09-14
DCE,PP2010,2019-10-22,2020-10-22
DCE,PP2011,2019-11-15,2020-11-13
DCE,PP2012,2019-12-16,2020-12-14
DCE,PP2101,2020-01-16,2021-01-15
DCE,PP2102,2020-02-17,2021-02-19
DCE,PP2103,2020-03-16,2021-03-12
DCE,PP2104,2020-04-16,2021-04-15
DCE,PP2105,2020-05-20,2021-05-19
DCE,PP2106,2020-06-15,2021-06-15
DCE,PP2107,2020-07-15,2021-07-14
DCE,PP2108,2020-08-17,2021-08-13
DCE,PP2109,2020-09-15,2021-09-14
DCE,PP2110,2020-10-23,2021-10-21
DCE,PP2111,2020-11-16,2021-11-12
DCE,PP2112,2020-12-15,2021-12-14
DCE,PP2201,2021-01-18,2022-01-17
DCE,PP2202,2021-02-22,2022-02-18
DCE,PP2203,2021-03-15,2022-03-14
DCE,PP2204,2021-04-16,2022-04-18
DCE,PP2205,2021-05-20,2022-05-18
DCE,PP2206,2021-06-16,2022-06-15
DCE,PP2207,2021-07-15,2022-07-14
DCE,PP2208,2021-08-16,2022-08-12
DCE,PP2209,2021-09-15,2022-09-15
DCE,PP2210,2021-10-22,2022-10-21
DCE,PP2211,2021-11-15,2022-11-14
DCE,PP2212,2021-12-15,2022-12-14
DCE,PP2301,2022-01-18,2023-01-16
DCE,PP2302,2022-02-21,2023-02-14
DCE,PP2303,2022-03-15,2023-03-14
DCE,PP2304,2022-04-19,2023-04-17
DCE,PP2305,2022-05-19,2023-05-17
DCE,PP2306,2022-06-16,2023-06-14
DCE,PP2307,2022-07-15,2023-07-14
DCE,PP2308,2022-08-15,2023-08-14
DCE,PP2309,2022-09-16,2023-09-14
DCE,PP2310,2022-10-24,2023-10-20
DCE,PP2311,2022-11-15,2023-11-14
DCE,PP2312,2022-12-15,2023-12-14
DCE,PP2401,2023-01-17,2024-01-15
DCE,PP2402,2023-02-15,2024-02-22
DCE,PP2403,2023-03-15,2024-03-14
DCE,PP2404,2023-04-18,2024-04-16
DCE,PP2405,2023-05-18,2024-05-17
DCE,PP2406,2023-06-15,2024-06-17
DCE,PP2407,2023-07-17,2024-07-12
DCE,PP2408,2023-08-15,2024-08-14
DCE,PP2409,2023-09-15,2024-09-13
DCE,PP2410,2023-10-23,2024-10-21
DCE,PP2411,2023-11-15,2024-11-14
DCE,PP2412,2023-12-15,2024-12-13
DCE,PP2501,2024-01-16,2025-01-15
DCE,PP2502,2024-02-23,2025-02-18
DCE,PP2503,2024-03-15,2025-03-14
DCE,PP2504,2024-04-17,2025-04-15
DCE,PP2505,2024-05-20,2025-05-19
DCE,PP2506,2024-06-18,2025-06-16
DCE,PP2507,2024-07-15,2025-07-14
DCE,PP2508,2024-08-15,2025-08-14
DCE,PP2509,2024-09-18,2025-09-12
DCE,PP2510,2024-10-22,2025-10-22
DCE,PP2511,2024-11-15,2025-11-14
DCE,PP2512,2024-12-16,2025-12-12
DCE,PP2601,2025-01-16,2026-01-16
DCE,PP2602,2025-02-19,2026-02-13
DCE,PP2603,2025-03-17,2026-03-13
DCE,PP2604,2025-04-16,2026-04-15
DCE,PP2605,2025-05-20,2026-05-19
DCE,PP2606,2025-06-17,2026-06-12
DCE,V1601,2016-01-04,2016-01-15
DCE,V1602,2016-01-04,2016-02-19
DCE,V1603,2016-01-04,2016-03-14
DCE,V1604,2016-01-04,2016-04-15
DCE,V1605,2016-01-04,2016-05-16
DCE,V1606,2016-01-04,2016-06-16
DCE,V1607,2016-01-04,2016-07-14
DCE,V1608,2016-01-04,2016-08-12
DCE,V1609,2016-01-04,2016-09-14
DCE,V1610,2016-01-04,2016-10-21
DCE,V1611,2016-01-04,2016-11-14
DCE,V1612,2016-01-04,2016-12-14
DCE,V1701,2016-01-18,2017-01-16
DCE,V1702,2016-02-22,2017-02-16
DCE,V1703,2016-03-15,2017-03-14
DCE,V1704,2016-04-18,2017-04-18
DCE,V1705,2016-05-17,2017-05-15
DCE,V1706,2016-06-17,2017-06-14
DCE,V1707,2016-07-15,2017-07-14
DCE,V1708,2016-08-15,2017-08-14
DCE,V1709,2016-09-19,2017-09-14
DCE,V1710,2016-10-24,2017-10-20
DCE,V1711,2016-11-15,2017-11-14
DCE,V1712,2016-12-15,2017-12-14
DCE,V1801,2017-01-17,2018-01-15
DCE,V1802,2017-02-17,2018-02-14
DCE,V1803,2017-03-15,2018-03-14
DCE,V1804,2017-04-19,2018-04-17
DCE,V1805,2017-05-16,2018-05-15
DCE,V1806,2017-06-15,2018-06-14
DCE,V1807,2017-07-17,2018-07-13
DCE,V1808,2017-08-15,2018-08-14
DCE,V1809,2017-09-15,2018-09-14
DCE,V1810,2017-10-23,2018-10-19
DCE,V1811,2017-11-15,2018-11-14
DCE,V1812,2017-12-15,2018-12-14
DCE,V1901,2018-01-16,2019-01-15
DCE,V1902,2018-02-22,2019-02-21
DCE,V1903,2018-03-15,2019-03-14
DCE,V1904,2018-04-18,2019-04-15
DCE,V1905,2018-05-16,2019-05-17
DCE,V1906,2018-06-15,2019-06-17
DCE,V1907,2018-07-16,2019-07-12
DCE,V1908,2018-08-15,2019-08-14
DCE,V1909,2018-09-17,2019-09-16
DCE,V1910,2018-10-22,2019-10-21
DCE,V1911,2018-11-15,2019-11-14
DCE,V1912,2018-12-17,2019-12-13
DCE,V2001,2019-01-16,2020-01-15
DCE,V2002,2019-02-22,2020-02-14
DCE,V2003,2019-03-15,2020-03-13
DCE,V2004,2019-04-16,2020-04-15
DCE,V2005,2019-05-20,2020-05-19
DCE,V2006,2019-06-18,2020-06-12
DCE,V2007,2019-07-15,2020-07-14
DCE,V2008,2019-08-15,2020-08-14
DCE,V2009,2019-09-17,2020-09-14
DCE,V2010,2019-10-22,2020-10-22
DCE,V2011,2019-11-15,2020-11-13
DCE,V2012,2019-12-16,2020-12-14
DCE,V2101,2020-01-16,2021-01-15
DCE,V2102,2020-02-17,2021-02-19
DCE,V2103,2020-03-16,2021-03-12
DCE,V2104,2020-04-16,2021-04-15
DCE,V2105,2020-05-20,2021-05-19
DCE,V2106,2020-06-15,2021-06-15
DCE,V2107,2020-07-15,2021-07-14
DCE,V2108,2020-08-17,2021-08-13
DCE,V2109,2020-09-15,2021-09-14
DCE,V2110,2020-10-23,2021-10-21
DCE,V2111,2020-11-16,2021-11-12
DCE,V2112,2020-12-15,2021-12-14
DCE,V2201,2021-01-18,2022-01-17
DCE,V2202,2021-02-22,2022-02-18
DCE,V2203,2021-03-15,2022-03-14
DCE,V2204,2021-04-16,2022-04-18
DCE,V2205,2021-05-20,2022-05-18
DCE,V2206,2021-06-16,2022-06-15
DCE,V2207,2021-07-15,2022-07-14
DCE,V2208,2021-08-16,2022-08-12
DCE,V2209,2021-09-15,2022-09-15
DCE,V2210,2021-10-22,2022-10-21
DCE,V2211,2021-11-15,2022-11-14
DCE,V2212,2021-12-15,2022-12-14
DCE,V2301,2022-01-18,2023-01-16
DCE,V2302,2022-02-21,2023-02-14
DCE,V2303,2022-03-15,2023-03-14
DCE,V2304,2022-04-19,2023-04-17
DCE,V2305,2022-05-19,2023-05-17
DCE,V2306,2022-06-16,2023-06-14
DCE,V2307,2022-07-15,2023-07-14
DCE,V2308,2022-08-15,2023-08-14
DCE,V2309,2022-09-16,2023-09-14
DCE,V2310,2022-10-24,2023-10-20
DCE,V2311,2022-11-15,2023-11-14
DCE,V2312,2022-12-15,2023-12-14
DCE,V2401,2023-01-17,2024-01-15
DCE,V2402,2023-02-15,2024-02-22
DCE,V2403,2023-03-15,2024-03-14
DCE,V2404,2023-04-18,2024-04-16
DCE,V2405,2023-05-18,2024-05-17
DCE,V2406,2023-06-15,2024-06-17
DCE,V2407,2023-07-17,2024-07-12
DCE,V2408,2023-08-15,2024-08-14
DCE,V2409,2023-09-15,2024-09-13
DCE,V2410,2023-10-23,2024-10-21
DCE,V2411,2023-11-15,2024-11-14
DCE,V2412,2023-12-15,2024-12-13
DCE,V2501,2024-01-16,2025-01-15
DCE,V2502,2024-02-23,2025-02-18
DCE,V2503,2024-03-15,2025-03-14
DCE,V2504,2024-04-17,2025-04-15
DCE,V2505,2024-05-20,2025-05-19
DCE,V2506,2024-06-18,2025-06-16
DCE,V2507,2024-07-15,2025-07-14
DCE,V2508,2024-08-15,2025-08-14
DCE,V2509,2024-09-18,2025-09-12
DCE,V2510,2024-10-22,2025-10-22
DCE,V2511,2024-11-15,2025-11-14
DCE,V2512,2024-12-16,2025-12-12
DCE,V2601,2025-01-16,2026-01-16
DCE,V2602,2025-02-19,2026-02-13
DCE,V2603,2025-03-17,2026-03-13
DCE,V2604,2025-04-16,2026-04-15
DCE,V2605,2025-05-20,2026-05-19
DCE,V2606,2025-06-17,2026-06-12
DCE,Y1601,2016-01-04,2016-01-15
DCE,Y1603,2016-01-04,2016-03-14
DCE,Y1605,2016-01-04,2016-05-16
DCE,Y1607,2016-01-04,2016-07-14
DCE,Y1608,2016-01-04,2016-08-12
DCE,Y1609,2016-01-04,2016-09-14
DCE,Y1611,2016-01-04,2016-11-14
DCE,Y1612,2016-01-04,2016-12-14
DCE,Y1701,2016-01-18,2017-01-16
DCE,Y1703,2016-03-15,2017-03-14
DCE,Y1705,2016-05-17,2017-05-15
DCE,Y1707,2016-07-15,2017-07-14
DCE,Y1708,2016-08-15,2017-08-14
DCE,Y1709,2016-09-19,2017-09-14
DCE,Y1711,2016-11-15,2017-11-14
DCE,Y1712,2016-12-15,2017-12-14
DCE,Y1801,2017-01-17,2018-01-15
DCE,Y1803,2017-03-15,2018-03-14
DCE,Y1805,2017-05-16,2018-05-15
DCE,Y1807,2017-07-17,2018-07-13
DCE,Y1808,2017-08-15,2018-08-14
DCE,Y1809,2017-09-15,2018-09-14
DCE,Y1811,2017-11-15,2018-11-14
DCE,Y1812,2017-12-15,2018-12-14
DCE,Y1901,2018-01-16,2019-01-15
DCE,Y1903,2018-03-15,2019-03-14
DCE,Y1905,2018-05-16,2019-05-17
DCE,Y1907,2018-07-16,2019-07-12
DCE,Y1908,2018-08-15,2019-08-14
DCE,Y1909,2018-09-17,2019-09-16
DCE,Y1911,2018-11-15,2019-11-14
DCE,Y1912,2018-12-17,2019-12-13
DCE,Y2001,2019-01-16,2020-01-15
DCE,Y2003,2019-03-15,2020-03-13
DCE,Y2005,2019-05-20,2020-05-19
DCE,Y2007,2019-07-15,2020-07-14
DCE,Y2008,2019-08-15,2020-08-14
DCE,Y2009,2019-09-17,2020-09-14
DCE,Y2011,2019-11-15,2020-11-13
DCE,Y2012,2019-12-16,2020-12-14
DCE,Y2101,2020-01-16,2021-01-15
DCE,Y2103,2020-03-16,2021-03-12
DCE,Y2105,2020-05-20,2021-05-19
DCE,Y2107,2020-07-15,2021-07-14
DCE,Y2108,2020-08-17,2021-08-13
DCE,Y2109,2020-09-15,2021-09-14
DCE,Y2111,2020-11-16,2021-11-12
DCE,Y2112,2020-12-15,2021-12-14
DCE,Y2201,2021-01-18,2022-01-17
DCE,Y2203,2021-03-15,2022-03-14
DCE,Y2205,2021-05-20,2022-05-18
DCE,Y2207,2021-07-15,2022-07-14
DCE,Y2208,2021-08-16,2022-08-12
DCE,Y2209,2021-09-15,2022-09-15
DCE,Y2211,2021-11-15,2022-11-14
DCE,Y2212,2021-12-15,2022-12-14
DCE,Y2301,2022-01-18,2023-01-16
DCE,Y2303,2022-03-15,2023-03-14
DCE,Y2305,2022-05-19,2023-05-17
DCE,Y2307,2022-07-15,2023-07-14
DCE,Y2308,2022-08-15,2023-08-14
DCE,Y2309,2022-09-16,2023-09-14
DCE,Y2311,2022-11-15,2023-11-14
DCE,Y2312,2022-12-15,2023-12-14
DCE,Y2401,2023-01-17,2024-01-15
DCE,Y2403,2023-03-15,2024-03-14
DCE,Y2405,2023-05-18,2024-05-17
DCE,Y2407,2023-07-17,2024-07-12
DCE,Y2408,2023-08-15,2024-08-14
DCE,Y2409,2023-09-15,2024-09-13
DCE,Y2411,2023-11-15,2024-11-14
DCE,Y2412,2023-12-15,2024-12-13
DCE,Y2501,2024-01-16,2025-01-15
DCE,Y2503,2024-03-15,2025-03-14
DCE,Y2505,2024-05-20,2025-05-19
DCE,Y2507,2024-07-15,2025-07-14
DCE,Y2508,2024-08-15,2025-08-13
DCE,Y2509,2024-09-18,2025-09-12
DCE,Y2511,2024-11-15,2025-11-13
DCE,Y2512,2024-12-16,2025-12-08
DCE,Y2601,2025-01-16,2026-01-16
DCE,Y2603,2025-03-17,2026-03-13
DCE,Y2605,2025-05-20,2026-05-19
GFEX,LC2401,2023-07-21,2024-01-15
GFEX,LC2402,2023-07-21,2024-02-22
GFEX,LC2403,2023-07-21,2024-03-14
GFEX,LC2404,2023-07-21,2024-04-16
GFEX,LC2405,2023-07-21,2024-05-17
GFEX,LC2406,2023-07-21,2024-06-17
GFEX,LC2407,2023-07-21,2024-07-12
GFEX,LC2408,2023-08-15,2024-08-14
GFEX,LC2409,2023-09-15,2024-09-13
GFEX,LC2410,2023-10-23,2024-10-21
GFEX,LC2411,2023-11-15,2024-11-14
GFEX,LC2412,2023-12-15,2024-12-13
GFEX,LC2501,2024-01-16,2025-01-15
GFEX,LC2502,2024-02-23,2025-02-18
GFEX,LC2503,2024-03-15,2025-03-14
GFEX,LC2504,2024-04-17,2025-04-15
GFEX,LC2505,2024-05-20,2025-05-19
GFEX,LC2506,2024-06-18,2025-06-16
GFEX,LC2507,2024-07-15,2025-07-14
GFEX,LC2508,2024-08-15,2025-08-14
GFEX,LC2509,2024-09-18,2025-09-12
GFEX,LC2510,2024-10-22,2025-10-22
GFEX,LC2511,2024-11-15,2025-11-14
GFEX,LC2512,2024-12-16,2025-12-12
GFEX,LC2601,2025-01-16,2026-01-16
GFEX,LC2602,2025-02-19,2026-02-13
GFEX,LC2603,2025-03-17,2026-03-13
GFEX,LC2604,2025-04-16,2026-04-15
GFEX,LC2605,2025-05-20,2026-05-19
GFEX,LC2606,2025-06-17,2026-06-12
GFEX,PD2606,2025-11-27,2026-06-12
GFEX,PS2506,2024-12-26,2025-06-16
GFEX,PS2507,2024-12-26,2025-07-14
GFEX,PS2508,2024-12-26,2025-08-14
GFEX,PS2509,2024-12-26,2025-09-12
GFEX,PS2510,2024-12-26,2025-10-22
GFEX,PS2511,2024-12-26,2025-11-14
GFEX,PS2512,2024-12-26,2025-12-12
GFEX,PS2601,2025-01-16,2026-01-16
GFEX,PS2602,2025-02-19,2026-02-13
GFEX,PS2603,2025-03-17,2026-03-13
GFEX,PS2604,2025-04-16,2026-04-15
GFEX,PS2605,2025-05-20,2026-05-19
GFEX,PS2606,2025-06-17,2026-06-12
GFEX,PT2606,2025-11-27,2026-06-12
GFEX,SI2308,2022-12-22,2023-08-14
GFEX,SI2309,2022-12-22,2023-09-14
GFEX,SI2310,2022-12-22,2023-10-20
GFEX,SI2311,2022-12-22,2023-11-14
GFEX,SI2312,2022-12-22,2023-12-14
GFEX,SI2401,2023-01-17,2024-01-15
GFEX,SI2402,2023-02-15,2024-02-22
GFEX,SI2403,2023-03-15,2024-03-14
GFEX,SI2404,2023-08-15,2024-04-16
GFEX,SI2405,2023-09-15,2024-05-17
GFEX,SI2406,2023-10-23,2024-06-17
GFEX,SI2407,2023-11-15,2024-07-12
GFEX,SI2408,2023-12-15,2024-08-14
GFEX,SI2409,2024-01-16,2024-09-13
GFEX,SI2410,2024-02-23,2024-10-21
GFEX,SI2411,2024-03-15,2024-11-14
GFEX,SI2412,2024-04-17,2024-12-13
GFEX,SI2501,2024-05-20,2025-01-15
GFEX,SI2502,2024-05-20,2025-02-18
GFEX,SI2503,2024-05-20,2025-03-14
GFEX,SI2504,2024-05-20,2025-04-15
GFEX,SI2505,2024-05-20,2025-05-19
GFEX,SI2506,2024-06-18,2025-06-16
GFEX,SI2507,2024-07-15,2025-07-14
GFEX,SI2508,2024-08-15,2025-08-14
GFEX,SI2509,2024-09-18,2025-09-12
GFEX,SI2510,2024-10-22,2025-10-22
GFEX,SI2511,2024-11-15,2025-11-14
GFEX,SI2512,2024-12-16,2025-12-12
GFEX,SI2601,2025-01-16,2026-01-16
GFEX,SI2602,2025-02-19,2026-02-13
GFEX,SI2603,2025-03-17,2026-03-13
GFEX,SI2604,2025-04-16,2026-04-15
GFEX,SI2605,2025-05-20,2026-05-19
GFEX,SI2606,2025-06-17,2026-06-12
SHFE,AG1601,2016-01-04,2016-01-15
SHFE,AG1602,2016-01-04,2016-02-15
SHFE,AG1603,2016-01-04,2016-03-15
SHFE,AG1604,2016-01-04,2016-04-15
SHFE,AG1605,2016-01-04,2016-05-16
SHFE,AG1606,2016-01-04,2016-06-15
SHFE,AG1607,2016-01-07,2016-07-15
SHFE,AG1608,2016-01-06,2016-08-15
SHFE,AG1609,2016-01-04,2016-09-19
SHFE,AG1610,2016-01-04,2016-10-17
SHFE,AG1611,2016-01-07,2016-11-15
SHFE,AG1612,2016-01-04,2016-12-15
SHFE,AG1701,2016-01-18,2017-01-16
SHFE,AG1702,2016-02-16,2017-02-15
SHFE,AG1703,2016-03-16,2017-03-15
SHFE,AG1704,2016-04-20,2017-04-17
SHFE,AG1705,2016-05-17,2017-05-15
SHFE,AG1706,2016-06-16,2017-06-15
SHFE,AG1707,2016-07-18,2017-07-17
SHFE,AG1708,2016-08-16,2017-08-15
SHFE,AG1709,2016-09-21,2017-09-15
SHFE,AG1710,2016-10-20,2017-10-16
SHFE,AG1711,2016-11-16,2017-11-15
SHFE,AG1712,2016-12-16,2017-12-15
SHFE,AG1801,2017-01-18,2018-01-12
SHFE,AG1802,2017-02-16,2018-02-09
SHFE,AG1803,2017-03-16,2018-03-14
SHFE,AG1804,2017-04-19,2018-04-16
SHFE,AG1805,2017-05-16,2018-05-14
SHFE,AG1806,2017-06-16,2018-06-15
SHFE,AG1807,2017-07-20,2018-07-13
SHFE,AG1808,2017-08-16,2018-08-15
SHFE,AG1809,2017-09-18,2018-09-17
SHFE,AG1810,2017-10-17,2018-10-15
SHFE,AG1811,2017-11-21,2018-11-14
SHFE,AG1812,2017-12-18,2018-12-17
SHFE,AG1901,2018-01-18,2019-01-15
SHFE,AG1902,2018-02-13,2019-02-13
SHFE,AG1903,2018-03-16,2019-03-15
SHFE,AG1904,2018-04-17,2019-04-15
SHFE,AG1905,2018-05-18,2019-05-10
SHFE,AG1906,2018-06-19,2019-06-17
SHFE,AG1907,2018-07-25,2019-07-15
SHFE,AG1908,2018-08-16,2019-08-13
SHFE,AG1909,2018-09-20,2019-09-16
SHFE,AG1910,2018-10-16,2019-10-15
SHFE,AG1911,2018-11-20,2019-11-15
SHFE,AG1912,2018-12-18,2019-12-16
SHFE,AG2001,2019-01-18,2020-01-15
SHFE,AG2002,2019-03-04,2020-02-17
SHFE,AG2003,2019-03-18,2020-03-16
SHFE,AG2004,2019-04-18,2020-04-15
SHFE,AG2005,2019-05-16,2020-05-15
SHFE,AG2006,2019-06-18,2020-06-15
SHFE,AG2007,2019-07-16,2020-07-15
SHFE,AG2008,2019-08-16,2020-08-17
SHFE,AG2009,2019-09-17,2020-09-15
SHFE,AG2010,2019-10-16,2020-10-15
SHFE,AG2011,2019-11-19,2020-11-16
SHFE,AG2012,2019-12-17,2020-12-15
SHFE,AG2101,2020-01-16,2021-01-15
SHFE,AG2102,2020-02-18,2021-02-05
SHFE,AG2103,2020-03-17,2021-03-15
SHFE,AG2104,2020-04-17,2021-04-15
SHFE,AG2105,2020-05-18,2021-05-17
SHFE,AG2106,2020-06-16,2021-06-15
SHFE,AG2107,2020-07-16,2021-07-15
SHFE,AG2108,2020-08-18,2021-08-16
SHFE,AG2109,2020-09-16,2021-09-15
SHFE,AG2110,2020-10-19,2021-10-15
SHFE,AG2111,2020-11-17,2021-11-15
SHFE,AG2112,2020-12-16,2021-12-15
SHFE,AG2201,2021-01-18,2022-01-17
SHFE,AG2202,2021-02-08,2022-02-15
SHFE,AG2203,2021-03-16,2022-03-15
SHFE,AG2204,2021-04-16,2022-04-15
SHFE,AG2205,2021-05-18,2022-05-16
SHFE,AG2206,2021-06-16,2022-06-15
SHFE,AG2207,2021-07-16,2022-07-15
SHFE,AG2208,2021-08-17,2022-08-15
SHFE,AG2209,2021-09-17,2022-09-15
SHFE,AG2210,2021-10-18,2022-10-17
SHFE,AG2211,2021-11-16,2022-11-15
